n,temps_meilleur,temps_pire
1,2.017999577219598e-06,1.4260003808885813e-06
4512,1.3450007827486843e-06,0.0001393470010953024
9023,1.4859997463645414e-06,0.00027631400007521734
13534,1.1949996405746788e-06,0.000425910999183543
18046,1.1350002750987187e-06,0.0005515539996849839
22557,9.129998943535611e-07,0.0006859409986645915
27068,1.2849995982833207e-06,0.0008786470007180469
31579,1.5559999155811965e-06,0.000977956999122398
36091,1.3049993867753074e-06,0.0011149040001328103
40602,1.3649987522512674e-06,0.0012474439990910469
45113,1.3349999790079892e-06,0.0013940900007582968
49625,1.0140010999748483e-06,0.0015587860016239574
54136,1.0539988579694182e-06,0.0016765979999036063
58647,1.1440006346674636e-06,0.0018209039990324527
63158,1.1539996194187552e-06,0.0019443889996182406
67670,1.3760000001639128e-06,0.0020881929995084647
72181,1.264999809791334e-06,0.0022757990009267814
76692,1.1739994079107419e-06,0.002379677000135416
81203,1.1949996405746788e-06,0.002516001000913093
85715,1.3349999790079892e-06,0.0026702059985836968
90226,1.3749995559919626e-06,0.002685768000446842
94737,1.3450007827486843e-06,0.002949061001345399
99249,1.3950011634733528e-06,0.003078829999139998
103760,1.857999450294301e-06,0.003202625999620068
108271,1.3959997886558995e-06,0.003344852999362047
112782,1.505999534856528e-06,0.0035128029994666576
117294,1.1440006346674636e-06,0.0036731010004587006
121805,1.7169986676890403e-06,0.0038006920003681444
126316,1.3549997674999759e-06,0.003942277000533068
130827,2.258999302284792e-06,0.0040530120004405035
135339,1.7259990272577852e-06,0.004236300999764353
139850,1.5160003385972232e-06,0.004313383999033249
144361,3.885001206072047e-06,0.004523749001236865
148873,3.2520001695957035e-06,0.004704015998868272
153384,1.6160011000465602e-06,0.004786008001246955
157895,1.365000571240671e-06,0.004871201999776531
162406,2.028000380960293e-06,0.005022134999308037
166918,3.232000381103717e-06,0.005155826000191155
171429,1.7170004866784438e-06,0.0053516759999183705
175940,1.7170004866784438e-06,0.00550285399913264
180452,2.720000338740647e-06,0.005398676001277636
184963,1.8070004443870857e-06,0.005789019000076223
189474,1.755999619490467e-06,0.0058854769995377865
193985,1.3749995559919626e-06,0.006018827998559573
198497,1.4859997463645414e-06,0.006102176999775111
203008,3.261999154346995e-06,0.006321064000076149
207519,2.1690011635655537e-06,0.0064155759991990635
212030,1.7669990484137088e-06,0.006533527999636135
216542,1.8169994291383773e-06,0.006694984998830478
221053,1.676999090705067e-06,0.0068910150002921
225564,2.017999577219598e-06,0.007002672999078641
230076,5.7320012274431065e-06,0.007208107999758795
234587,3.623999873525463e-06,0.007255147998876055
239098,2.4689998099347576e-06,0.007426373000271269
243609,4.246001481078565e-06,0.007567403001303319
248121,2.971000867546536e-06,0.007769124998958432
252632,2.1579999156529084e-06,0.007803796999724
257143,2.9109996830811724e-06,0.007978515999639058
261654,3.0319988582050428e-06,0.008121262000713614
266166,2.318998667760752e-06,0.00824835800085566
270677,3.393000952200964e-06,0.008461574001557892
275188,2.599999788799323e-06,0.008489882000503712
279700,2.6800007617566735e-06,0.008640056001240737
284211,2.4000000848900527e-06,0.008754324000619818
288722,2.800999936880544e-06,0.008946328000092763
293233,1.9270009943284094e-06,0.009067813000001479
297745,4.35699985246174e-06,0.009212969000145677
302256,3.623999873525463e-06,0.009376594998684595
306767,2.087999746436253e-06,0.009457494001253508
311279,2.769998900475912e-06,0.009617075000278419
315790,3.1519994081463665e-06,0.009748307000336354
320301,1.8470000213710591e-06,0.00992832599877147
324812,2.7100013539893553e-06,0.010141992999706417
329324,3.532999471644871e-06,0.011779468000895577
333835,5.359999704523943e-06,0.010379531999205938
338346,4.637999154510908e-06,0.011746541998945759
342857,4.628000169759616e-06,0.01151220600149827
347369,6.184000085340813e-06,0.0118179359997157
351880,4.858999091084115e-06,0.011593767998419935
356391,4.497000190895051e-06,0.01192390100004559
360903,7.898999683675356e-06,0.012058383001203765
365414,1.3811999451718293e-05,0.011944558000323013
369925,6.434000169974752e-06,0.012069403999703354
374436,6.5949989220825955e-06,0.012389940999128157
378948,5.3700005082646385e-06,0.012558591999550117
383459,3.5840002965414897e-06,0.012663321998843458
387970,4.135999915888533e-06,0.012720295000690385
392481,3.051000021514483e-06,0.012858251000579912
396993,3.080998794757761e-06,0.013144720000127563
401504,3.805000233114697e-06,0.013070482998955413
406015,2.70000055024866e-06,0.01329042399993341
410527,2.8909998945891857e-06,0.013534506000723923
415038,3.483000909909606e-06,0.013790663000690984
419549,3.502998879412189e-06,0.013824047000525752
424060,2.8510003176052123e-06,0.014254154000809649
428572,6.2830004026182e-06,0.013823183999193134
433083,3.78400000045076e-06,0.013646072999108583
437594,4.055000317748636e-06,0.013564839000537177
442106,2.5099998310906813e-06,0.01436787800048478
446617,2.70000055024866e-06,0.014645534998635412
451128,7.386999641312286e-06,0.014674723999632988
455639,5.591000444837846e-06,0.014632575999712572
460151,4.988000000594184e-06,0.014929024000593927
464662,3.533999915816821e-06,0.015141006000703783
469173,2.5790013751247898e-06,0.014460635000432376
473684,2.9410002753138542e-06,0.01465422699948249
478196,3.713999831234105e-06,0.014714884000568418
482707,3.4120002965210006e-06,0.015108559000509558
487218,2.4090004444587976e-06,0.01507707400014624
491730,2.1680007193936035e-06,0.015352087999417563
496241,3.3819997042883188e-06,0.013487604001056752
500752,3.2820007618283853e-06,0.011119914999653702
505263,2.1680007193936035e-06,0.0093287789986789
509775,8.180000804713927e-06,0.008153691998813883
514286,1.6350004443665966e-06,0.007585277000544011
518797,2.1679989004042e-06,0.0076826529984828085
523308,2.2789990907767788e-06,0.007720993000475573
527820,2.3180000425782055e-06,0.007801145000485121
532331,2.2879994503455237e-06,0.00788651699986076
536842,2.389000655966811e-06,0.00793653899927449
541354,1.6159992810571566e-06,0.007981524000570062
545865,2.2479998733615503e-06,0.008086807998552104
550376,2.017999577219598e-06,0.008099914999547764
554887,1.936999979079701e-06,0.008197130000553443
559399,1.8869995983550325e-06,0.008244072001616587
563910,2.208000296377577e-06,0.00833948000035889
568421,3.010998625541106e-06,0.008387344001675956
572933,2.177999704144895e-06,0.00846064200050023
577444,1.926999175339006e-06,0.008554584001103649
581955,2.8300000849412754e-06,0.008587766000346164
586466,4.1050006984733045e-06,0.008680364000611007
590978,3.1609997677151114e-06,0.008719556999494671
595489,3.2119987736223266e-06,0.008785375999650569
600000,2.529999619582668e-06,0.008842062999974587
604511,2.588998540886678e-06,0.00894316299854836
609023,2.8300000849412754e-06,0.009043729000040912
613534,2.0379993657115847e-06,0.009046098000908387
618045,1.706001057755202e-06,0.009122637999098515
622557,1.9170001905877143e-06,0.009156972999335267
627068,2.318998667760752e-06,0.009283243000027142
631579,2.3989996407181025e-06,0.009323019001385546
636090,1.9769995560636744e-06,0.009378311000546091
640602,2.1169998944969848e-06,0.009529090999421896
645113,2.2380008886102587e-06,0.009548853000524105
649624,2.0770003175130114e-06,0.00957418600046367
654135,1.8970004020957276e-06,0.009673369000665843
658647,1.324999175267294e-06,0.009700797001642059
663158,1.3139997463440523e-06,0.00976923199959856
667669,2.5589997676433995e-06,0.009876875999907497
672181,1.7460006347391754e-06,0.009900529999868013
676692,1.606000296305865e-06,0.009928920999300317
681203,1.3150001905160025e-06,0.010051147999547538
685714,1.4659999578725547e-06,0.010094130999277695
690226,1.5459991118405014e-06,0.010151978000067174
694737,1.5259993233485147e-06,0.010205036000115797
699248,1.4449997252086177e-06,0.010295309000866837
703760,1.3640001270687208e-06,0.010328988999390276
708271,1.61500065587461e-06,0.01038884199988388
712782,1.2139989848947152e-06,0.01046085999951174
717293,1.5660007193218917e-06,0.010560225000517676
721805,1.7260008462471887e-06,0.010623539999869536
726316,1.7260008462471887e-06,0.010672153999621514
730827,1.1140000424347818e-06,0.010771649000162142
735338,1.2349992175586522e-06,0.010837814999831608
739850,1.3749995559919626e-06,0.010867590999623644
744361,9.830000635702163e-07,0.010943952998786699
748872,1.243999577127397e-06,0.01099609899938514
753384,4.17500086768996e-06,0.011123905998829287
757895,9.34000127017498e-07,0.011133549998703529
762406,1.2349992175586522e-06,0.011633905000053346
766917,1.14399881567806e-06,0.011829152001155308
771429,1.2950004020240158e-06,0.011911255000086385
775940,1.1139982234453782e-06,0.012049517999912496
780451,1.7269994714297354e-06,0.012022623001030297
784962,1.1850006558233872e-06,0.01197458199931134
789474,1.3449989637592807e-06,0.012355791999652865
793985,1.344000338576734e-06,0.012215291000757134
798496,1.6560006770305336e-06,0.012213493000672315
803008,1.2139989848947152e-06,0.012335769999481272
807519,1.7259990272577852e-06,0.012400928000715794
812030,1.3250009942566976e-06,0.012444710999261588
816541,1.6860012692632154e-06,0.012456813001335831
821053,1.856000380939804e-06,0.012608623999767588
825564,1.2740001693600789e-06,0.012622522001038305
830075,1.4649995137006044e-06,0.012705140999969444
834587,1.574999259901233e-06,0.012787137000486837
839098,1.2550008250400424e-06,0.012834884000767488
843609,1.4049983292352408e-06,0.012868361000073492
848120,1.8470000213710591e-06,0.013011029999688617
852632,1.3449989637592807e-06,0.01299920800011023
857143,1.7059992387657985e-06,0.013022499999351567
861654,1.5650002751499414e-06,0.013175925998439197
866165,1.233998773386702e-06,0.013246622998849489
870677,1.7359998309984803e-06,0.013532441000279505
875188,1.2040000001434237e-06,0.013366191000386607
879699,1.5349996829172596e-06,0.013457208000545506
884211,1.4649995137006044e-06,0.013571134999438073
888722,1.1640004231594503e-06,0.013547062000725418
893233,1.0429994290461764e-06,0.013665646001754794
897744,1.062999217538163e-06,0.013722936000704067
902256,1.0530002327868715e-06,0.013795790999211022
906767,1.0740004654508084e-06,0.01388163999945391
911278,1.3450007827486843e-06,0.013934193999375566
915789,1.324999175267294e-06,0.014023185000041849
920301,1.2250002328073606e-06,0.014079120001042611
924812,1.6860012692632154e-06,0.014990267998655327
929323,3.1010004022391513e-06,0.014245977001337451
933835,3.5619996197056025e-06,0.014373433001310332
938346,2.10799953492824e-06,0.014400525999008096
942857,2.1680007193936035e-06,0.014575283001249772
947368,2.6699999580159783e-06,0.014418918000956182
951880,2.5290009944001213e-06,0.01457251399915549
956391,2.1670002752216533e-06,0.014534383999489364
960902,1.606000296305865e-06,0.014679219000754529
965413,1.6260000847978517e-06,0.01470511800107488
969925,1.4439992810366675e-06,0.01479791500059946
974436,1.6860012692632154e-06,0.014912929000274744
978947,1.7660004232311621e-06,0.014882576000672998
983459,1.6959984350251034e-06,0.015057143000376527
987970,2.1169998944969848e-06,0.01507159200082242
992481,1.7859983927337453e-06,0.015119827001399244
996992,1.5050009096739814e-06,0.015246861999912653
1001504,1.65599885804113e-06,0.01536717400085763
1006015,1.8659993656910956e-06,0.015504463999604923
1010526,1.5950008673826233e-06,0.01550453399977414
1015038,2.1570012904703617e-06,0.01550677200066275
1019549,1.706001057755202e-06,0.015547451001111767
1024060,1.5850000636419281e-06,0.01569129299969063
1028571,1.4850011211819947e-06,0.015772239999932935
1033083,2.357999619562179e-06,0.015939613000227837
1037594,1.6760004655225202e-06,0.01582822400087025
1042105,1.4750003174412996e-06,0.016201326001464622
1046616,2.317001417395659e-06,0.0160284750018036
1051128,2.208000296377577e-06,0.01623855100115179
1055639,2.2170006559463218e-06,0.01615635500093049
1060150,1.975999111891724e-06,0.016139719000420882
1064662,2.1169998944969848e-06,0.016238128999248147
1069173,2.1570012904703617e-06,0.01655973900051322
1073684,1.9760009308811277e-06,0.016569340999922133
1078195,1.6149988368852064e-06,0.016541185999813024
1082707,2.5690005713840947e-06,0.017238918000657577
1087218,2.075999873341061e-06,0.016701915999874473
1091729,1.6949998098425567e-06,0.016847222999786027
1096240,1.9569997675716877e-06,0.016870993000338785
1100752,2.2280000848695636e-06,0.01691599399964616
1105263,2.939999831141904e-06,0.016989902000204893
1109774,1.9359995349077508e-06,0.016980762000457617
1114286,2.007000148296356e-06,0.017017415000736946
1118797,1.5350015019066632e-06,0.017118683999797213
1123308,2.026999936788343e-06,0.017205455998919206
1127819,1.3150001905160025e-06,0.01729384200007189
1132331,2.7800015232060105e-06,0.017761621998943156
1136842,1.836999217630364e-06,0.01752550299897848
1141353,1.706001057755202e-06,0.017630015001486754
1145865,1.9259987311670557e-06,0.017554386000483646
1150376,1.9859999156324193e-06,0.01781042999937199
1154887,1.845999577199109e-06,0.017728700000589015
1159398,2.427999788778834e-06,0.01799713499895006
1163910,2.097000106004998e-06,0.01784470199891075
1168421,2.056998710031621e-06,0.017870306999611785
1172932,1.8659993656910956e-06,0.017975894999835873
1177443,1.815998984966427e-06,0.01802281900017988
1181955,1.8060000002151355e-06,0.018356206999669666
1186466,1.9859999156324193e-06,0.01818366899897228
1190977,2.337999831070192e-06,0.018234847999337944
1195489,1.7959991964744404e-06,0.01834528200015484
1200000,1.8760001694317907e-06,0.01830109600086871
1204511,1.5850000636419281e-06,0.018509912999434164
1209022,1.4849993021925911e-06,0.01855682800123759
1213534,2.1570012904703617e-06,0.018709650999880978
1218045,1.7149995983345434e-06,0.018565747999673476
1222556,1.6049998521339148e-06,0.018818038999597775
1227067,1.6160011000465602e-06,0.018839750000552158
1231579,2.1670002752216533e-06,0.018888622000304167
1236090,1.243999577127397e-06,0.019000412999957916
1240601,1.61500065587461e-06,0.01905272300064098
1245113,2.487999154254794e-06,0.019123721998766996
1249624,1.493999661761336e-06,0.019233768000049167
1254135,1.6560006770305336e-06,0.019147558999975445
1258646,1.6550002328585833e-06,0.019336350000230595
1263158,2.5680001272121444e-06,0.019395150999116595
1267669,1.664999217609875e-06,0.019407089001106215
1272180,1.4050001482246444e-06,0.01951365399872884
1276692,2.387998392805457e-06,0.019588164001106634
1281203,1.5750010788906366e-06,0.01964253100049973
1285714,1.7350012058159336e-06,0.019773926000198117
1290225,1.7460006347391754e-06,0.01982359700014058
1294737,1.514999894425273e-06,0.020230342999639106
1299248,1.7860002117231488e-06,0.019991790999483783
1303759,1.7050006135832518e-06,0.020040549001350882
1308270,5.839001460117288e-06,0.020105779000004986
1312782,1.3240005500847474e-06,0.0201887679995707
1317293,1.9960007193731144e-06,0.020237147000443656
1321804,1.5850000636419281e-06,0.02029139299884264
1326316,2.18700006371364e-06,0.02040253599989228
1330827,1.365000571240671e-06,0.020400609999342123
1335338,2.2980002540862188e-06,0.020518826000625268
1339849,1.73499938682653e-06,0.020419509999555885
1344361,1.835000148275867e-06,0.020894339999358635
1348872,2.137001501978375e-06,0.020792485998754273
1353383,1.7359998309984803e-06,0.02055375700001605
1357894,2.016000507865101e-06,0.020792977999008144
1362406,1.6449994291178882e-06,0.020834660999753396
1366917,1.1239990271860734e-06,0.021000789000026998
1371428,1.6149988368852064e-06,0.021077381999930367
1375940,1.915999746415764e-06,0.021094727999297902
1380451,1.7759994079824537e-06,0.02124553800058493
1384962,1.6149988368852064e-06,0.021235224001429742
1389473,1.8150003597838804e-06,0.02125943200007896
1393985,2.0369989215396345e-06,0.021686269999918295
1398496,1.845999577199109e-06,0.021443609999550972
1403007,1.3040007615927607e-06,0.02166265500090958
1407519,1.824999344535172e-06,0.022074423999583814
1412030,2.1169998944969848e-06,0.021921415000178968
1416541,1.7260008462471887e-06,0.021895134001169936
1421052,1.7359998309984803e-06,0.021811641001477255
1425564,1.4740016922587529e-06,0.02183682100076112
1430075,1.4840006770100445e-06,0.022049256000173045
1434586,1.4449997252086177e-06,0.02200465599889867
1439097,1.393998900311999e-06,0.022495753000839613
1443609,1.4950001059332862e-06,0.02216594099991198
1448120,1.3539993233280256e-06,0.022280118999333354
1452631,1.6049998521339148e-06,0.02222909800002526
1457143,1.625001459615305e-06,0.02235500200004026
1461654,1.7849997675511986e-06,0.022483845999886398
1466165,1.9469989638309926e-06,0.022568821999811917
1470676,1.3739991118200123e-06,0.022581721999813453
1475188,1.61500065587461e-06,0.022730124999725376
1479699,1.4040015230420977e-06,0.022755011999834096
1484210,2.0159986888756976e-06,0.02289108200056944
1488721,1.8450009520165622e-06,0.02289716000086628
1493233,1.7359998309984803e-06,0.022916791000170633
1497744,1.3139997463440523e-06,0.0229749999998603
1502255,1.73499938682653e-06,0.023186442000223906
1506767,1.6459998732898384e-06,0.023177676001068903
1511278,2.4569999368395656e-06,0.022951517999899806
1515789,1.474998498451896e-06,0.02322969499982719
1520300,1.6149988368852064e-06,0.02363313800015021
1524812,1.6550002328585833e-06,0.02335976600079448
1529323,1.6449994291178882e-06,0.02349179299926618
1533834,1.664999217609875e-06,0.023492624999562395
1538346,1.755999619490467e-06,0.023668447000090964
1542857,1.9559993233997375e-06,0.023663422000026912
1547368,2.016000507865101e-06,0.023764282999763964
1551879,1.9359995349077508e-06,0.023782639000273775
1556391,1.67500002135057e-06,0.024550901998736663
1560902,2.556998879299499e-06,0.024573570999564254
1565413,2.2170006559463218e-06,0.02389245300037146
1569924,1.67500002135057e-06,0.024053652001384762
1574436,1.7049987945938483e-06,0.024282516998937353
1578947,1.3039989426033571e-06,0.024261814000055892
1583458,4.31300031777937e-06,0.02429926800141402
1587970,3.2200005080085248e-06,0.024824101999911363
1592481,3.0390001484192908e-06,0.024735351998970145
1596992,2.1369996829889715e-06,0.024710547000722727
1601503,1.7950005712918937e-06,0.02477856400037126
1606015,1.764999979059212e-06,0.024827372000800096
1610526,1.8659993656910956e-06,0.025212983000528766
1615037,1.3039989426033571e-06,0.024962332001450704
1619548,1.5440000424860045e-06,0.025072447999264114
1624060,1.4739998732693493e-06,0.025012166999658803
1628571,1.2229993444634601e-06,0.025151273999654222
1633082,1.5650002751499414e-06,0.025226298999768915
1637594,1.4849993021925911e-06,0.025269588000810472
1642105,1.514999894425273e-06,0.025685754999358323
1646616,2.0259994926163927e-06,0.02539769199938746
1651127,1.3139997463440523e-06,0.025410471000213875
1655639,1.4739998732693493e-06,0.025691451999591663
1660150,1.7759994079824537e-06,0.025565986999936285
1664661,1.3450007827486843e-06,0.02562611699977424
1669173,1.434000296285376e-06,0.025764911999431206
1673684,2.0870011212537065e-06,0.025768953999431687
1678195,1.4140005077933893e-06,0.025789696999709122
1682706,1.333999534836039e-06,0.025891493000017363
1687218,1.8759983504423872e-06,0.026221772999633686
1691729,1.6140002117026597e-06,0.02607738599908771
1696240,3.3200012694578618e-06,0.02669826100100181
1700751,4.662999344873242e-06,0.0263857169993571
1705263,4.022000211989507e-06,0.026394774000436882
1709774,2.106000465573743e-06,0.0265180579990556
1714285,2.016000507865101e-06,0.026545238000835525
1718797,1.3839999155607074e-06,0.026633348999894224
1723308,1.3539993233280256e-06,0.02673743699961051
1727819,1.7350012058159336e-06,0.02675985300083994
1732330,1.3740009308094159e-06,0.026865746000112267
1736842,1.856000380939804e-06,0.026872825999816996
1741353,1.8060000002151355e-06,0.026900427999862586
1745864,1.905998942675069e-06,0.027032043999497546
1750375,1.3229982869233936e-06,0.027042634999816073
1754887,1.715001417323947e-06,0.02709704500011867
1759398,2.3970005713636056e-06,0.027239179000389413
1763909,1.8760001694317907e-06,0.027329151998856105
1768421,1.73499938682653e-06,0.027357675000530435
1772932,1.252999936696142e-06,0.027462401001685066
1777443,2.257000232930295e-06,0.027701007000359823
1781954,1.815998984966427e-06,0.027650971000184654
1786466,1.865000740508549e-06,0.02759735399922647
1790977,1.995000275201164e-06,0.02777306700045301
1795488,1.835000148275867e-06,0.027740521998566692
1800000,1.5740006347186863e-06,0.027919825000935816
